ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
201458_s_at	1	0.76228747	0.30677	-4.67	0.0456041	BUB3	BUB3, mitotic checkpoint protein
211338_at	1	0.76231536	0.306733	-4.67	0.183147	IFNA2	interferon alpha 2
214122_at	1	0.76240175	0.306618	-4.67	0.1337711	PDLIM7	PDZ and LIM domain 7
218707_at	1	0.76247084	-0.306526	-4.67	-0.257291	ZNF444	zinc finger protein 444
205423_at	1	0.76248141	0.306512	-4.67	0.1237888	AP1B1	adaptor related protein complex 1 beta 1 subunit
209817_at	1	0.76276465	-0.306134	-4.67	-0.0485654	PPP3CB	protein phosphatase 3 catalytic subunit beta
219474_at	1	0.76283523	0.30604	-4.67	0.1683059	C3orf52	chromosome 3 open reading frame 52
211487_x_at	1	0.76290476	0.305947	-4.67	0.0494886	RPS17	ribosomal protein S17
201840_at	1	0.76301598	0.305799	-4.67	0.0571604	NEDD8	neural precursor cell expressed, developmentally down-regulated 8
218436_at	1	0.76306115	-0.305739	-4.67	-0.1257322	SIL1	SIL1 nucleotide exchange factor
205542_at	1	0.7631028	0.305683	-4.67	0.1852183	STEAP1	six transmembrane epithelial antigen of the prostate 1
214731_at	1	0.76315593	0.305612	-4.67	0.0806486		
214293_at	1	0.7632968	-0.305424	-4.67	-0.0700239	SEPT11	septin 11
216814_at	1	0.76329828	-0.305422	-4.67	-0.1775696		
218555_at	1	0.76331135	-0.305405	-4.67	-0.072421	ANAPC2	anaphase promoting complex subunit 2
209260_at	1	0.76339354	0.305295	-4.67	0.1890354	SFN	stratifin
205706_s_at	1	0.76340408	0.305281	-4.67	0.236279	ANKRD26	ankyrin repeat domain 26
221341_s_at	1	0.76344461	-0.305227	-4.67	-0.1307065	OR1D5	olfactory receptor family 1 subfamily D member 5
203514_at	1	0.76345595	-0.305212	-4.67	-0.0705046	MAP3K3	mitogen-activated protein kinase kinase kinase 3
202927_at	1	0.76360298	-0.305016	-4.67	-0.1802804	PIN1	peptidylprolyl cis/trans isomerase, NIMA-interacting 1
217936_at	1	0.76360407	-0.305015	-4.67	-0.0635413	ARHGAP5	Rho GTPase activating protein 5
206568_at	1	0.76361364	-0.305002	-4.67	-0.2008298	TNP1	transition protein 1
212652_s_at	1	0.76366317	-0.304936	-4.67	-0.0557117	SNX4	sorting nexin 4
218683_at	1	0.76367147	0.304925	-4.67	0.0682242	PTBP2	polypyrimidine tract binding protein 2
220783_at	1	0.76370135	0.304885	-4.67	0.0627435	MMP27	matrix metallopeptidase 27
210764_s_at	1	0.76374873	-0.304822	-4.67	-0.1148357	CYR61	cysteine rich angiogenic inducer 61
203165_s_at	1	0.76377242	-0.30479	-4.67	-0.0681435	SLC33A1	solute carrier family 33 member 1
214936_at	1	0.76377557	-0.304786	-4.67	-0.0975098	LRCH1	leucine rich repeats and calponin homology domain containing 1
218874_s_at	1	0.76380691	-0.304744	-4.67	-0.0661247	ATAT1	alpha tubulin acetyltransferase 1
213824_at	1	0.76382837	-0.304716	-4.67	-0.1739915	OLIG2	oligodendrocyte lineage transcription factor 2
203269_at	1	0.76385854	0.304676	-4.67	0.0495103	NSMAF	neutral sphingomyelinase activation associated factor
208952_s_at	1	0.76387856	-0.304649	-4.67	-0.039943	LARP4B	La ribonucleoprotein domain family member 4B
211913_s_at	1	0.76403091	-0.304446	-4.67	-0.1017228	MERTK	MER proto-oncogene, tyrosine kinase
220209_at	1	0.76406082	0.304406	-4.67	0.2021738	PYY2	peptide YY, 2 (pseudogene)
219993_at	1	0.76410832	-0.304343	-4.67	-0.0901097	SOX17	SRY-box 17
213474_at	1	0.76418894	0.304235	-4.67	0.0837198	KCTD7///RABGEF1	potassium channel tetramerization domain containing 7///RAB guanine nucleotide exchange factor 1
202894_at	1	0.764221	-0.304192	-4.67	-0.1141972	EPHB4	EPH receptor B4
207483_s_at	1	0.76422243	-0.304191	-4.67	-0.0476445	CAND1	cullin associated and neddylation dissociated 1
208654_s_at	1	0.76424809	0.304156	-4.67	0.0549603	CD164	CD164 molecule
212160_at	1	0.76425606	-0.304146	-4.67	-0.041808	XPOT	exportin for tRNA
203426_s_at	1	0.76428533	0.304107	-4.67	0.1243584	IGFBP5	insulin like growth factor binding protein 5
206679_at	1	0.76448994	0.303834	-4.67	0.1401979	APBA1	amyloid beta precursor protein binding family A member 1
205431_s_at	1	0.7645118	-0.303805	-4.67	-0.0920256	BMP5	bone morphogenetic protein 5
210752_s_at	1	0.76459374	-0.303696	-4.67	-0.042643	MLX	MLX, MAX dimerization protein
202339_at	1	0.7646148	0.303668	-4.67	0.1615505	SYMPK	symplekin
215650_at	1	0.76465257	-0.303617	-4.67	-0.1812082		
212641_at	1	0.76465711	-0.303611	-4.67	-0.0537241	HIVEP2	human immunodeficiency virus type I enhancer binding protein 2
203614_at	1	0.76469847	0.303556	-4.67	0.0622044	ALG11///UTP14C	ALG11, alpha-1,2-mannosyltransferase///UTP14, small subunit processome component homolog C (S. cerevisiae)
221961_at	1	0.76474719	0.303491	-4.67	0.1492898	CLCN7	chloride voltage-gated channel 7
211149_at	1	0.76475883	-0.303476	-4.67	-0.0930324	UTY	ubiquitously transcribed tetratricopeptide repeat containing, Y-linked
217960_s_at	1	0.76480519	0.303414	-4.67	0.0734235	TOMM22	translocase of outer mitochondrial membrane 22
204065_at	1	0.76482165	-0.303392	-4.67	-0.0669412	CHST10	carbohydrate sulfotransferase 10
205329_s_at	1	0.76485124	0.303353	-4.67	0.0673803	SNX4	sorting nexin 4
207730_x_at	1	0.76487402	0.303322	-4.67	0.0755631		
204023_at	1	0.76487821	-0.303317	-4.67	-0.051668	RFC4	replication factor C subunit 4
210389_x_at	1	0.76491647	0.303266	-4.67	0.0574478	TUBD1	tubulin delta 1
207122_x_at	1	0.7649263	0.303253	-4.67	0.0591054	SULT1A2	sulfotransferase family 1A member 2
209753_s_at	1	0.76497505	0.303188	-4.67	0.0706802	TMPO	thymopoietin
205062_x_at	1	0.76514471	0.302962	-4.67	0.0568362	ARID4A	AT-rich interaction domain 4A
210064_s_at	1	0.76515654	-0.302946	-4.67	-0.0723079	UPK1B	uroplakin 1B
201033_x_at	1	0.76517142	0.302926	-4.67	0.0446237	RPLP0	ribosomal protein lateral stalk subunit P0
202778_s_at	1	0.76525158	-0.302819	-4.67	-0.0509819	ZMYM2	zinc finger MYM-type containing 2
205877_s_at	1	0.76526133	0.302806	-4.67	0.1277296	ZC3H7B	zinc finger CCCH-type containing 7B
201659_s_at	1	0.76530761	0.302745	-4.67	0.0584426	ARL1	ADP ribosylation factor like GTPase 1
202223_at	1	0.76537618	-0.302653	-4.67	-0.1196577	STT3A	STT3A, catalytic subunit of the oligosaccharyltransferase complex
215552_s_at	1	0.76540762	-0.302611	-4.67	-0.2059127	ESR1	estrogen receptor 1
206119_at	1	0.76548983	0.302502	-4.67	0.1825755	BHMT	betaine--homocysteine S-methyltransferase
213239_at	1	0.76552728	-0.302452	-4.67	-0.0630349	PIBF1	progesterone immunomodulatory binding factor 1
215769_at	1	0.76570776	-0.302212	-4.67	-0.0565013	YME1L1	YME1 like 1 ATPase
214579_at	1	0.76572201	-0.302193	-4.67	-0.1733894	NIPAL3	NIPA like domain containing 3
220161_s_at	1	0.76577531	0.302122	-4.67	0.065247	EPB41L4B	erythrocyte membrane protein band 4.1 like 4B
218680_x_at	1	0.76579651	0.302093	-4.67	0.0693197	SERF2-C15ORF63///MIR1282///HYPK///SERF2	SERF2-C15orf63 readthrough///microRNA 1282///huntingtin interacting protein K///small EDRK-rich factor 2
216961_s_at	1	0.76590371	-0.301951	-4.67	-0.1266434	RPAIN	RPA interacting protein
212087_s_at	1	0.76594993	0.301889	-4.67	0.0521276	ERAL1	Era like 12S mitochondrial rRNA chaperone 1
220342_x_at	1	0.76599634	-0.301827	-4.67	-0.0534253	EDEM3	ER degradation enhancing alpha-mannosidase like protein 3
205230_at	1	0.76613653	-0.301641	-4.67	-0.1134757	RPH3A	rabphilin 3A
219903_s_at	1	0.76616355	-0.301605	-4.67	-0.1422698	CYP2C8	cytochrome P450 family 2 subfamily C member 8
211372_s_at	1	0.76633916	-0.301371	-4.67	-0.1155653	IL1R2	interleukin 1 receptor type 2
213119_at	1	0.76637836	0.301319	-4.67	0.0824912	SLC36A1	solute carrier family 36 member 1
221137_at	1	0.76640585	0.301282	-4.67	0.0891595		
200611_s_at	1	0.76641079	-0.301275	-4.67	-0.0631614	WDR1	WD repeat domain 1
207367_at	1	0.76642511	0.301256	-4.67	0.0728189	ATP12A	ATPase H+/K+ transporting non-gastric alpha2 subunit
201011_at	1	0.76643572	0.301242	-4.67	0.0509344	RPN1	ribophorin I
213804_at	1	0.76646078	0.301209	-4.67	0.1422701	INPP5B	inositol polyphosphate-5-phosphatase B
217706_at	1	0.76649987	-0.301157	-4.67	-0.1878492		
207324_s_at	1	0.76656349	-0.301072	-4.67	-0.230268	DSC1	desmocollin 1
208137_x_at	1	0.76657573	0.301056	-4.67	0.0853398	ZNF611	zinc finger protein 611
212310_at	1	0.76659021	0.301037	-4.67	0.058715	MIA3	MIA family member 3, ER export factor
215742_at	1	0.76659049	-0.301036	-4.67	-0.1727297		
214903_at	1	0.76660015	-0.301023	-4.67	-0.1215067	SYT2	synaptotagmin 2
208102_s_at	1	0.76668508	0.30091	-4.67	0.1330677	PSD	pleckstrin and Sec7 domain containing
216671_x_at	1	0.76673083	0.300849	-4.67	0.0577606	MUC8	mucin 8
204120_s_at	1	0.76673489	0.300844	-4.67	0.0731914	ADK	adenosine kinase
205287_s_at	1	0.76674547	0.30083	-4.67	0.1297447	TFAP2C	transcription factor AP-2 gamma
202569_s_at	1	0.76676103	-0.300809	-4.67	-0.0614952	MARK3	microtubule affinity regulating kinase 3
216073_at	1	0.76681292	-0.30074	-4.67	-0.1017533	ANKRD34C	ankyrin repeat domain 34C
211269_s_at	1	0.76685218	0.300688	-4.67	0.0557236	IL2RA	interleukin 2 receptor subunit alpha
201832_s_at	1	0.76685927	0.300678	-4.67	0.0512757	USO1	USO1 vesicle transport factor
213887_s_at	1	0.7668852	-0.300644	-4.67	-0.0545867	POLR2E	RNA polymerase II subunit E
209099_x_at	1	0.76688645	0.300642	-4.67	0.1131249	JAG1	jagged 1
200791_s_at	1	0.7669299	-0.300584	-4.67	-0.0677636	IQGAP1	IQ motif containing GTPase activating protein 1
209080_x_at	1	0.76695015	0.300557	-4.67	0.0432419	GLRX3	glutaredoxin 3
202913_at	1	0.76695394	-0.300552	-4.67	-0.0681499	ARHGEF11	Rho guanine nucleotide exchange factor 11
203463_s_at	1	0.7669978	-0.300494	-4.67	-0.1242889	EPN2-IT1///EPN2	EPN2 intronic transcript 1///epsin 2
220778_x_at	1	0.76724929	-0.300159	-4.67	-0.1425617	SEMA6B	semaphorin 6B
214698_at	1	0.76725839	-0.300147	-4.67	-0.0794306	PTBP3	polypyrimidine tract binding protein 3
213059_at	1	0.76726482	0.300139	-4.67	0.1038558	CREB3L1	cAMP responsive element binding protein 3 like 1
220993_s_at	1	0.7673144	-0.300073	-4.67	-0.2251154	GPR63	G protein-coupled receptor 63
61734_at	1	0.76732172	-0.300063	-4.67	-0.1775582	RCN3	reticulocalbin 3
212156_at	1	0.76734527	-0.300031	-4.67	-0.1024718	VPS39	VPS39, HOPS complex subunit
215948_x_at	1	0.76735834	0.300014	-4.67	0.0510117	ZMYM5	zinc finger MYM-type containing 5
212266_s_at	1	0.76740294	0.299955	-4.67	0.0454776	SRSF5	serine and arginine rich splicing factor 5
214426_x_at	1	0.7674112	-0.299944	-4.67	-0.0753598	CHAF1A	chromatin assembly factor 1 subunit A
32811_at	1	0.76743426	-0.299913	-4.67	-0.0717418	MYO1C	myosin IC
221049_s_at	1	0.76744585	-0.299898	-4.67	-0.1702179	POLL	polymerase (DNA) lambda
201256_at	1	0.76751396	-0.299807	-4.67	-0.043001	COX7A2L	cytochrome c oxidase subunit 7A2 like
221718_s_at	1	0.76751974	-0.299799	-4.67	-0.0750336	AKAP13	A-kinase anchoring protein 13
216097_at	1	0.7676419	-0.299637	-4.67	-0.2675077		
219366_at	1	0.76765513	-0.299619	-4.67	-0.0991436	AVEN	apoptosis and caspase activation inhibitor
213798_s_at	1	0.76766467	-0.299606	-4.67	-0.0571682	CAP1	adenylate cyclase associated protein 1
208449_s_at	1	0.76770417	0.299554	-4.67	0.1789657	FGF8	fibroblast growth factor 8
211248_s_at	1	0.76795826	-0.299216	-4.67	-0.1436123	CHRD	chordin
222186_at	1	0.76797284	0.299196	-4.67	0.0775938		
217827_s_at	1	0.7679934	0.299169	-4.67	0.0545652	SPG21	spastic paraplegia 21 (autosomal recessive, Mast syndrome)
208532_x_at	1	0.76799494	0.299167	-4.67	0.1573729	KRTAP5-8	keratin associated protein 5-8
219468_s_at	1	0.76804576	0.299099	-4.67	0.1102982	CUEDC1	CUE domain containing 1
218642_s_at	1	0.76809462	0.299034	-4.67	0.0402069	CHCHD7	coiled-coil-helix-coiled-coil-helix domain containing 7
219306_at	1	0.76815906	0.298949	-4.67	0.1452891	KIF15	kinesin family member 15
212261_at	1	0.76819583	-0.2989	-4.67	-0.0466408	GIGYF2	GRB10 interacting GYF protein 2
215442_s_at	1	0.7682095	-0.298881	-4.67	-0.2997698	TSHR	thyroid stimulating hormone receptor
208846_s_at	1	0.76822811	0.298857	-4.67	0.0662545	VDAC3	voltage dependent anion channel 3
201966_at	1	0.768271	0.2988	-4.67	0.0395367	NDUFS2	NADH:ubiquinone oxidoreductase core subunit S2
221216_s_at	1	0.76831313	0.298744	-4.67	0.0442838	SCMH1	sex comb on midleg homolog 1 (Drosophila)
201875_s_at	1	0.76834245	0.298705	-4.67	0.0618095	MPZL1	myelin protein zero like 1
214848_at	1	0.76835527	-0.298688	-4.67	-0.0891549	YWHAZ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta
210157_at	1	0.7684385	0.298577	-4.67	0.1326165	URI1	URI1, prefoldin like chaperone
207869_s_at	1	0.76848166	-0.298519	-4.67	-0.2239208	CACNA1G	calcium voltage-gated channel subunit alpha1 G
214754_at	1	0.76848396	0.298516	-4.67	0.0834174	TET3	tet methylcytosine dioxygenase 3
207623_at	1	0.76850163	-0.298493	-4.67	-0.0623716	ABCF2	ATP binding cassette subfamily F member 2
210979_at	1	0.7685931	-0.298371	-4.67	-0.1907386	ASAH1	N-acylsphingosine amidohydrolase 1
211718_at	1	0.76866607	0.298274	-4.67	0.2045467	MGC2889	uncharacterized protein MGC2889
200746_s_at	1	0.76876647	-0.298141	-4.67	-0.0499214	GNB1	G protein subunit beta 1
210416_s_at	1	0.76879146	0.298107	-4.67	0.0610986	CHEK2	checkpoint kinase 2
212107_s_at	1	0.76886228	0.298013	-4.67	0.0883944	DHX9	DEAH-box helicase 9
202977_s_at	1	0.76886378	0.298011	-4.67	0.1187144	CREBZF	CREB/ATF bZIP transcription factor
57082_at	1	0.76894186	-0.297907	-4.67	-0.0663315	LDLRAP1	low density lipoprotein receptor adaptor protein 1
220803_at	1	0.76905031	0.297763	-4.67	0.08582	STAMBPL1	STAM binding protein like 1
202237_at	1	0.76917731	-0.297594	-4.67	-0.1772066	LOC101928916///NNMT	uncharacterized LOC101928916///nicotinamide N-methyltransferase
205928_at	1	0.76918084	-0.297589	-4.67	-0.1121026	ZNF443	zinc finger protein 443
201239_s_at	1	0.76923521	-0.297517	-4.67	-0.0499334	SPCS2	signal peptidase complex subunit 2
203005_at	1	0.76925113	-0.297496	-4.67	-0.156115	LTBR	lymphotoxin beta receptor
205564_at	1	0.76929422	-0.297439	-4.67	-0.1342534	PAGE4	PAGE family member 4
207010_at	1	0.76933482	-0.297385	-4.67	-0.1292281	GABRB1	gamma-aminobutyric acid type A receptor beta1 subunit
216592_at	1	0.76939955	-0.297299	-4.67	-0.1731148	MAGEC3	MAGE family member C3
205167_s_at	1	0.76942913	0.297259	-4.67	0.1327211	CDC25C	cell division cycle 25C
208634_s_at	1	0.76943427	-0.297252	-4.67	-0.0736288	MACF1	microtubule-actin crosslinking factor 1
217579_x_at	1	0.76946523	0.297211	-4.67	0.093755		
201496_x_at	1	0.76947783	-0.297194	-4.67	-0.1845151	MYH11	myosin heavy chain 11
202420_s_at	1	0.76953831	-0.297114	-4.67	-0.071077	DHX9	DEAH-box helicase 9
215787_at	1	0.76966797	-0.296942	-4.67	-0.1084532	ACTA2	actin, alpha 2, smooth muscle, aorta
202890_at	1	0.76972315	0.296868	-4.67	0.0900215	MAP7	microtubule associated protein 7
203666_at	1	0.7697282	0.296861	-4.67	0.0762153	CXCL12	C-X-C motif chemokine ligand 12
204344_s_at	1	0.76979867	-0.296768	-4.67	-0.1759397	SEC23A	Sec23 homolog A, coat complex II component
209373_at	1	0.76982309	0.296735	-4.67	0.1497663	MALL	mal, T-cell differentiation protein like
220012_at	1	0.76984428	-0.296707	-4.67	-0.110825	ERO1B	endoplasmic reticulum oxidoreductase 1 beta
209360_s_at	1	0.76985335	0.296695	-4.67	0.0480523	LOC101928269///LOC100506403///RUNX1	uncharacterized LOC101928269///uncharacterized LOC100506403///runt related transcription factor 1
222309_at	1	0.76999366	-0.296509	-4.67	-0.0719185	C6orf62	chromosome 6 open reading frame 62
201405_s_at	1	0.76999582	-0.296506	-4.67	-0.0475232	COPS6	COP9 signalosome subunit 6
209862_s_at	1	0.76999758	-0.296503	-4.67	-0.0450761	CEP57	centrosomal protein 57
206213_at	1	0.77006068	0.296419	-4.67	0.1501514	WNT10B	Wnt family member 10B
208193_at	1	0.77014166	-0.296312	-4.67	-0.1587936	IL9	interleukin 9
203642_s_at	1	0.7702116	0.296219	-4.67	0.0685802	COBLL1	cordon-bleu WH2 repeat protein like 1
221449_s_at	1	0.77023875	-0.296183	-4.67	-0.1040764	ITFG1	integrin alpha FG-GAP repeat containing 1
220804_s_at	1	0.77037635	-0.296	-4.67	-0.1406379	TP73	tumor protein p73
221003_s_at	1	0.77045669	0.295893	-4.67	0.1124174	CAB39L	calcium binding protein 39 like
218430_s_at	1	0.77046855	0.295877	-4.67	0.0632302	RFX7	regulatory factor X7
204711_at	1	0.77047016	-0.295875	-4.67	-0.06397	KIAA0753	KIAA0753
206744_s_at	1	0.77051662	0.295813	-4.67	0.0647487	ZMYM5	zinc finger MYM-type containing 5
220069_at	1	0.7705421	-0.295779	-4.67	-0.1374992	TUBA8	tubulin alpha 8
218110_at	1	0.77059144	-0.295714	-4.67	-0.1310423	XAB2	XPA binding protein 2
210598_at	1	0.7707187	-0.295545	-4.67	-0.0650027		
217126_at	1	0.77073182	-0.295527	-4.67	-0.2219905		
220256_s_at	1	0.77075763	0.295493	-4.67	0.2493557	OXCT2	3-oxoacid CoA-transferase 2
221408_x_at	1	0.77084894	0.295372	-4.67	0.1480423	PCDHB12	protocadherin beta 12
38521_at	1	0.77088694	-0.295321	-4.67	-0.0902895	CD22	CD22 molecule
219374_s_at	1	0.77090425	-0.295298	-4.67	-0.0492765	ALG9	ALG9, alpha-1,2-mannosyltransferase
219424_at	1	0.77093625	-0.295256	-4.67	-0.1790211	EBI3	Epstein-Barr virus induced 3
220340_at	1	0.77098649	-0.295189	-4.67	-0.1606529	GREB1L	growth regulation by estrogen in breast cancer 1 like
221771_s_at	1	0.7710009	-0.29517	-4.67	-0.0530481	MPHOSPH8	M-phase phosphoprotein 8
217120_s_at	1	0.77105117	-0.295103	-4.67	-0.0659645	MED14	mediator complex subunit 14
214691_x_at	1	0.77117375	-0.29494	-4.67	-0.0760556	FAM63B	family with sequence similarity 63 member B
210059_s_at	1	0.77118649	-0.294923	-4.67	-0.0527747	MAPK13	mitogen-activated protein kinase 13
218305_at	1	0.77127181	0.29481	-4.67	0.0803428	IPO4	importin 4
204786_s_at	1	0.77136923	0.29468	-4.67	0.0679721	IFNAR2	interferon alpha and beta receptor subunit 2
209522_s_at	1	0.77138706	0.294657	-4.67	0.0780224	CRAT	carnitine O-acetyltransferase
217663_at	1	0.77142504	0.294606	-4.67	0.1928103	ZNF234	zinc finger protein 234
204702_s_at	1	0.77142649	-0.294604	-4.67	-0.057621	NFE2L3	nuclear factor, erythroid 2 like 3
207782_s_at	1	0.77144402	0.294581	-4.67	0.0595357	PSEN1	presenilin 1
216930_at	1	0.77155194	0.294437	-4.67	0.0935521	HNF1A	HNF1 homeobox A
207471_at	1	0.77163093	-0.294333	-4.67	-0.190033	RARS2	arginyl-tRNA synthetase 2, mitochondrial
217811_at	1	0.77163198	-0.294331	-4.67	-0.0471253	SELT	selenoprotein T
216528_at	1	0.77166885	0.294282	-4.67	0.1861885		
219718_at	1	0.77167284	-0.294277	-4.67	-0.0887565	FGGY	FGGY carbohydrate kinase domain containing
209460_at	1	0.77167339	0.294276	-4.67	0.142553	ABAT	4-aminobutyrate aminotransferase
212084_at	1	0.77169145	0.294252	-4.67	0.1397024	TEX261	testis expressed 261
202489_s_at	1	0.77169654	0.294245	-4.67	0.0850065	FXYD3	FXYD domain containing ion transport regulator 3
216691_at	1	0.77171459	-0.294221	-4.67	-0.1586569		
207430_s_at	1	0.77171768	-0.294217	-4.67	-0.2166699	MSMB	microseminoprotein beta
203723_at	1	0.7717563	-0.294166	-4.67	-0.0644135	ITPKB	inositol-trisphosphate 3-kinase B
220888_s_at	1	0.77180611	-0.2941	-4.67	-0.1381826	CASS4	Cas scaffolding protein family member 4
218797_s_at	1	0.77182172	0.294079	-4.67	0.0603563	SIRT7	sirtuin 7
211303_x_at	1	0.77184103	0.294053	-4.67	0.2460395	FOLH1B	folate hydrolase 1B
201741_x_at	1	0.77184968	0.294042	-4.67	0.1216325	SRSF1	serine and arginine rich splicing factor 1
211289_x_at	1	0.77191454	0.293956	-4.67	0.0694334	CDK11A///CDK11B	cyclin dependent kinase 11A///cyclin dependent kinase 11B
215505_s_at	1	0.77191538	0.293955	-4.67	0.1749637	STRN3	striatin 3
207014_at	1	0.77212417	-0.293677	-4.67	-0.1057143	GABRA2	gamma-aminobutyric acid type A receptor alpha2 subunit
211532_x_at	1	0.77214304	0.293652	-4.67	0.0913779	KIR2DS2	killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 2
204238_s_at	1	0.77214593	-0.293648	-4.67	-0.0852765	DNPH1	2'-deoxynucleoside 5'-phosphate N-hydrolase 1
201921_at	1	0.77222189	0.293547	-4.67	0.0568823	GNG10	G protein subunit gamma 10
221674_s_at	1	0.77222822	0.293539	-4.67	0.1366698	CHRD	chordin
205298_s_at	1	0.77223433	-0.293531	-4.67	-0.0421105	BTN2A2	butyrophilin subfamily 2 member A2
204044_at	1	0.77224078	0.293522	-4.67	0.1210698	QPRT	quinolinate phosphoribosyltransferase
201870_at	1	0.77225415	-0.293505	-4.67	-0.0402493	TOMM34	translocase of outer mitochondrial membrane 34
209127_s_at	1	0.77225641	0.293502	-4.67	0.1152889	SART3	squamous cell carcinoma antigen recognized by T-cells 3
216423_at	1	0.77227402	0.293478	-4.67	0.1373726		
217297_s_at	1	0.77227416	0.293478	-4.67	0.077245	MYO9B	myosin IXB
212288_at	1	0.77227732	0.293474	-4.67	0.0452469	FNBP1	formin binding protein 1
207118_s_at	1	0.77233097	-0.293403	-4.67	-0.0764281	MMP23A///MMP23B	matrix metallopeptidase 23A (pseudogene)///matrix metallopeptidase 23B
203083_at	1	0.77236295	-0.29336	-4.67	-0.1635545	THBS2	thrombospondin 2
206194_at	1	0.77239113	0.293323	-4.67	0.0974848	HOXC4	homeobox C4
220942_x_at	1	0.77241478	-0.293291	-4.67	-0.0451543	FAM162A	family with sequence similarity 162 member A
209347_s_at	1	0.77243017	-0.293271	-4.67	-0.1108533	MAF	MAF bZIP transcription factor
217095_x_at	1	0.77256864	0.293087	-4.67	0.1426815	NCR1	natural cytotoxicity triggering receptor 1
214473_x_at	1	0.77257483	0.293079	-4.67	0.0407298	PMS2P3	PMS1 homolog 2, mismatch repair system component pseudogene 3
211342_x_at	1	0.77262499	0.293012	-4.67	0.0643782	MED12	mediator complex subunit 12
205272_s_at	1	0.77263228	-0.293002	-4.67	-0.1682421	PRH1-PRR4///PRH2///PRH1	PRH1-PRR4 readthrough///proline rich protein HaeIII subfamily 2///proline rich protein HaeIII subfamily 1
210262_at	1	0.77265271	-0.292975	-4.67	-0.1738557	CRISP2	cysteine rich secretory protein 2
207377_at	1	0.7726947	-0.29292	-4.67	-0.0938735	PPP1R2P9	protein phosphatase 1 regulatory inhibitor subunit 2 pseudogene 9
51146_at	1	0.77269946	0.292913	-4.67	0.1134263	PIGV	phosphatidylinositol glycan anchor biosynthesis class V
204386_s_at	1	0.7727396	0.29286	-4.67	0.0387892	MRPL57	mitochondrial ribosomal protein L57
209272_at	1	0.77282182	-0.292751	-4.67	-0.0512918	NAB1	NGFI-A binding protein 1
214888_at	1	0.77282328	-0.292749	-4.67	-0.0506681	CAPN2	calpain 2
208778_s_at	1	0.77297751	-0.292544	-4.67	-0.0420841	SNORA29///TCP1	small nucleolar RNA, H/ACA box 29///t-complex 1
218012_at	1	0.77300994	-0.292501	-4.67	-0.0835287	TSPYL2	TSPY like 2
202467_s_at	1	0.77301468	-0.292495	-4.67	-0.0440493	COPS2	COP9 signalosome subunit 2
219876_s_at	1	0.77303454	-0.292468	-4.67	-0.132107	GOLGA2P5	golgin A2 pseudogene 5
210415_s_at	1	0.77305785	0.292437	-4.67	0.1664995	ODF2	outer dense fiber of sperm tails 2
217338_at	1	0.77307491	-0.292415	-4.67	-0.2111154	KRT19P2	keratin 19 pseudogene 2
207271_x_at	1	0.77317133	-0.292287	-4.67	-0.1792702	SPAG11A///SPAG11B	sperm associated antigen 11A///sperm associated antigen 11B
206585_at	1	0.77327932	-0.292143	-4.67	-0.179379	MKRN3	makorin ring finger protein 3
217358_at	1	0.77328277	-0.292139	-4.67	-0.1108073	DNAJC16	DnaJ heat shock protein family (Hsp40) member C16
211852_s_at	1	0.77333769	-0.292066	-4.67	-0.1075504	ATRN	attractin
203622_s_at	1	0.7733521	-0.292047	-4.67	-0.0522956	PNO1	partner of NOB1 homolog
206796_at	1	0.77337304	0.292019	-4.67	0.1780574	WISP1	WNT1 inducible signaling pathway protein 1
216217_at	1	0.77343017	0.291943	-4.67	0.1048171	PLCL2	phospholipase C like 2
203152_at	1	0.77343775	0.291933	-4.67	0.0518276	MRPL40	mitochondrial ribosomal protein L40
211535_s_at	1	0.77350549	-0.291843	-4.67	-0.074396	FGFR1	fibroblast growth factor receptor 1
219704_at	1	0.7735886	0.291733	-4.67	0.125771	YBX2	Y-box binding protein 2
210337_s_at	1	0.77359902	-0.291719	-4.67	-0.0616581	ACLY	ATP citrate lyase
205793_x_at	1	0.77360018	-0.291717	-4.67	-0.1887987	TNK1	tyrosine kinase non receptor 1
205606_at	1	0.77360076	-0.291716	-4.67	-0.0789555	LRP6	LDL receptor related protein 6
213424_at	1	0.77362521	-0.291684	-4.67	-0.1811511	KIAA0895	KIAA0895
220620_at	1	0.77363735	-0.291668	-4.67	-0.1342526	CRCT1	cysteine rich C-terminal 1
220578_at	1	0.77364485	-0.291658	-4.67	-0.0945738	ADAMTSL4	ADAMTS like 4
219108_x_at	1	0.77365004	0.291651	-4.67	0.0491117	DDX27///SS18	DEAD-box helicase 27///SS18, nBAF chromatin remodeling complex subunit
218737_at	1	0.77375055	-0.291518	-4.67	-0.0825513	SBNO1	strawberry notch homolog 1
218867_s_at	1	0.77375862	0.291507	-4.67	0.0617363	C12orf49	chromosome 12 open reading frame 49
207958_at	1	0.77376302	-0.291501	-4.67	-0.1386056	UGT2A2///UGT2A1	UDP glucuronosyltransferase family 2 member A2///UDP glucuronosyltransferase family 2 member A1 complex locus
215668_s_at	1	0.77380059	-0.291451	-4.67	-0.140054	PLXNB1	plexin B1
